giornata,partita,titolari
11,Salernitana,Fazio
11,Salernitana,Daniliuc
11,Salernitana,Candreva
11,Salernitana,Coulibaly L.
11,Salernitana,Radovanovic
11,Salernitana,Vilhena
11,Salernitana,Mazzocchi
11,Salernitana,Dia
11,Salernitana,Bonazzoli
11,Spezia,Gyasi
11,Spezia,Agudelo
11,Spezia,Holm
11,Spezia,Bourabia
11,Spezia,Ekdal
11,Spezia,Nikolaou
11,Spezia,Kiwior
11,Spezia,Ampadu
11,Spezia,Amian
11,Spezia,Dragowski
11,Milan,Tatarusanu
11,Milan,Dest
11,Milan,Kjaer
11,Milan,Tomori
11,Milan,Hernandez T.
11,Milan,Pobega
11,Milan,Bennacer
11,Milan,Messias
11,Milan,Diaz B.
11,Milan,Rebic
11,Milan,Origi
11,Monza,Caprari
11,Monza,Pessina
11,Monza,Carlos Augusto
11,Monza,Barberis
11,Monza,Sensi
11,Monza,Ciurria
11,Monza,Caldirola
11,Monza,Mari'
11,Monza,Antov
11,Monza,Di Gregorio
11,Fiorentina,Terracciano
11,Fiorentina,Dodo'
11,Fiorentina,Milenkovic
11,Fiorentina,Martinez Quarta
11,Fiorentina,Biraghi
11,Fiorentina,Bonaventura
11,Fiorentina,Amrabat
11,Fiorentina,Duncan
11,Fiorentina,Gonzalez N.
11,Fiorentina,Cabral
11,Fiorentina,Kouame'
11,Inter,Correa
11,Inter,Dimarco
11,Inter,Mkhitaryan
11,Inter,Calhanoglu
11,Inter,Barella
11,Inter,Darmian
11,Inter,Acerbi
11,Inter,De Vrij
11,Inter,Skriniar
11,Inter,Onana
11,Udinese,Silvestri
11,Udinese,Perez N.
11,Udinese,Bijol
11,Udinese,Ebosse
11,Udinese,Pereyra
11,Udinese,Samardzic
11,Udinese,Walace
11,Udinese,Makengo
11,Udinese,Udogie
11,Udinese,Success
11,Udinese,Deulofeu
11,Torino,Vlasic
11,Torino,Miranchuk
11,Torino,Lazaro
11,Torino,Ricci S.
11,Torino,Lukic
11,Torino,Aina
11,Torino,Buongiorno
11,Torino,Schuurs
11,Torino,Zima
11,Torino,Milinkovic-Savic V.
11,Bologna,Skorupski
11,Bologna,Posch
11,Bologna,Bonifazi
11,Bologna,Lucumi'
11,Bologna,Cambiaso
11,Bologna,Ferguson
11,Bologna,Medel
11,Bologna,Aebischer
11,Bologna,Dominguez
11,Bologna,Barrow
11,Bologna,Arnautovic
11,Lecce,Ceesay
11,Lecce,Strefezza
11,Lecce,Askildsen
11,Lecce,Hjulmand
11,Lecce,Gonzalez J.
11,Lecce,Pezzella Giu.
11,Lecce,Pongracic
11,Lecce,Baschirotto
11,Lecce,Gendrey
11,Lecce,Falcone
11,Atalanta,Sportiello
11,Atalanta,Scalvini
11,Atalanta,Demiral
11,Atalanta,Okoli
11,Atalanta,Soppy
11,Atalanta,De Roon
11,Atalanta,Koopmeiners
11,Atalanta,Hateboer
11,Atalanta,Pasalic
11,Atalanta,Lookman
11,Atalanta,Muriel
11,Lazio,Felipe Anderson
11,Lazio,Pedro
11,Lazio,Vecino
11,Lazio,Cataldi
11,Lazio,Milinkovic-Savic
11,Lazio,Marusic
11,Lazio,Romagnoli
11,Lazio,Casale
11,Lazio,Lazzari
11,Lazio,Provedel
11,Roma,Rui Patricio
11,Roma,Mancini
11,Roma,Smalling
11,Roma,Ibanez
11,Roma,Karsdorp
11,Roma,Camara Ma.
11,Roma,Cristante
11,Roma,Spinazzola
11,Roma,Zaniolo
11,Roma,Pellegrini Lo.
11,Roma,Abraham
11,Napoli,Osimhen
11,Napoli,Lozano
11,Napoli,Zielinski
11,Napoli,Lobotka
11,Napoli,Ndombele'
11,Napoli,Olivera
11,Napoli,Juan Jesus
11,Napoli,Kim
11,Napoli,Di Lorenzo
11,Napoli,Meret
11,Cremonese,Carnesecchi
11,Cremonese,Sernicola
11,Cremonese,Aiwu
11,Cremonese,Bianchetti
11,Cremonese,Lochoshvili
11,Cremonese,Valeri
11,Cremonese,Ascacibar
11,Cremonese,Meite'
11,Cremonese,Pickel
11,Cremonese,Okereke
11,Cremonese,Dessers
11,Sampdoria,Pussetto
11,Sampdoria,Sabiri
11,Sampdoria,Djuricic
11,Sampdoria,Rincon
11,Sampdoria,Verre
11,Sampdoria,Murru
11,Sampdoria,Colley
11,Sampdoria,Amione
11,Sampdoria,Bereszynski
11,Sampdoria,Audero
11,Sassuolo,Consigli
11,Sassuolo,Toljan
11,Sassuolo,Erlic
11,Sassuolo,Ayhan
11,Sassuolo,Kyriakopoulos
11,Sassuolo,Frattesi
11,Sassuolo,Obiang
11,Sassuolo,Thorstvedt
11,Sassuolo,D'andrea
11,Sassuolo,Pinamonti
11,Sassuolo,Lauriente'
11,Verona,Piccoli
11,Verona,Verdi
11,Verona,Depaoli
11,Verona,Miguel Veloso
11,Verona,Tameze
11,Verona,Faraoni
11,Verona,Ceccherini
11,Verona,Gunter
11,Verona,Hien
11,Verona,Montipo'
12,Napoli,Meret
12,Napoli,Di Lorenzo
12,Napoli,Kim
12,Napoli,Juan Jesus
12,Napoli,Mario Rui
12,Napoli,Zambo Anguissa
12,Napoli,Lobotka
12,Napoli,Zielinski
12,Napoli,Lozano
12,Napoli,Osimhen
12,Napoli,Kvaratskhelia
12,Sassuolo,Pinamonti
12,Sassuolo,Ceide
12,Sassuolo,Thorstvedt
12,Sassuolo,Lopez M.
12,Sassuolo,Frattesi
12,Sassuolo,Rogerio
12,Sassuolo,Ferrari G.
12,Sassuolo,Erlic
12,Sassuolo,Toljan
12,Sassuolo,Consigli
12,Lecce,Falcone
12,Lecce,Gendrey
12,Lecce,Baschirotto
12,Lecce,Pongracic
12,Lecce,Gallo
12,Lecce,Blin
12,Lecce,Hjulmand
12,Lecce,Gonzalez J.
12,Lecce,Oudin
12,Lecce,Ceesay
12,Lecce,Strefezza
12,Juventus,Soule'
12,Juventus,Kostic
12,Juventus,Rabiot
12,Juventus,Miretti
12,Juventus,Mckennie
12,Juventus,Alex Sandro
12,Juventus,Gatti
12,Juventus,Danilo
12,Juventus,Cuadrado
12,Juventus,Szczesny
12,Inter,Onana
12,Inter,Skriniar
12,Inter,De Vrij
12,Inter,Bastoni
12,Inter,Dumfries
12,Inter,Barella
12,Inter,Calhanoglu
12,Inter,Mkhitaryan
12,Inter,Dimarco
12,Inter,Martinez L.
12,Inter,Dzeko
12,Sampdoria,Gabbiadini
12,Sampdoria,Leris
12,Sampdoria,Villar
12,Sampdoria,Yepes
12,Sampdoria,Djuricic
12,Sampdoria,Amione
12,Sampdoria,Colley
12,Sampdoria,Ferrari A.
12,Sampdoria,Bereszynski
12,Sampdoria,Audero
12,Empoli,Vicario
12,Empoli,Ebuehi
12,Empoli,De Winter
12,Empoli,Luperto
12,Empoli,Cacace
12,Empoli,Henderson L.
12,Empoli,Marin
12,Empoli,Bandinelli
12,Empoli,Bajrami
12,Empoli,Destro
12,Empoli,Pjaca
12,Atalanta,Lookman
12,Atalanta,Ederson D.s.
12,Atalanta,Maehle
12,Atalanta,Koopmeiners
12,Atalanta,Pasalic
12,Atalanta,Hateboer
12,Atalanta,Scalvini
12,Atalanta,Demiral
12,Atalanta,Toloi
12,Atalanta,Musso
12,Cremonese,Carnesecchi
12,Cremonese,Aiwu
12,Cremonese,Bianchetti
12,Cremonese,Lochoshvili
12,Cremonese,Sernicola
12,Cremonese,Meite'
12,Cremonese,Ascacibar
12,Cremonese,Pickel
12,Cremonese,Valeri
12,Cremonese,Okereke
12,Cremonese,Dessers
12,Udinese,Success
12,Udinese,Udogie
12,Udinese,Arslan
12,Udinese,Walace
12,Udinese,Lovric
12,Udinese,Pereyra
12,Udinese,Ebosse
12,Udinese,Bijol
12,Udinese,Perez N.
12,Udinese,Silvestri
12,Spezia,Dragowski
12,Spezia,Ampadu
12,Spezia,Kiwior
12,Spezia,Nikolaou
12,Spezia,Holm
12,Spezia,Ekdal
12,Spezia,Bourabia
12,Spezia,Agudelo
12,Spezia,Reca
12,Spezia,Gyasi
12,Spezia,Nzola
12,Fiorentina,Jovic
12,Fiorentina,Ikone'
12,Fiorentina,Mandragora
12,Fiorentina,Amrabat
12,Fiorentina,Bonaventura
12,Fiorentina,Biraghi
12,Fiorentina,Martinez Quarta
12,Fiorentina,Milenkovic
12,Fiorentina,Dodo'
12,Fiorentina,Terracciano
12,Lazio,Provedel
12,Lazio,Lazzari
12,Lazio,Casale
12,Lazio,Romagnoli
12,Lazio,Marusic
12,Lazio,Vecino
12,Lazio,Cataldi
12,Lazio,Luis Alberto
12,Lazio,Pedro
12,Lazio,Felipe Anderson
12,Lazio,Zaccagni
12,Salernitana,Piatek
12,Salernitana,Bradaric
12,Salernitana,Coulibaly L.
12,Salernitana,Radovanovic
12,Salernitana,Candreva
12,Salernitana,Mazzocchi
12,Salernitana,Fazio
12,Salernitana,Daniliuc
12,Salernitana,Gyomber
12,Salernitana,Sepe
12,Torino,Milinkovic-Savic V.
12,Torino,Djidji
12,Torino,Schuurs
12,Torino,Buongiorno
12,Torino,Singo
12,Torino,Lukic
12,Torino,Ricci S.
12,Torino,Lazaro
12,Torino,Miranchuk
12,Torino,Vlasic
12,Torino,Pellegri
12,Milan,Rafael Leao
12,Milan,Diaz B.
12,Milan,Messias
12,Milan,Pobega
12,Milan,Tonali
12,Milan,Hernandez T.
12,Milan,Tomori
12,Milan,Gabbia
12,Milan,Kalulu
12,Milan,Tatarusanu
12,Verona,Montipo'
12,Verona,Dawidowicz
12,Verona,Gunter
12,Verona,Ceccherini
12,Verona,Faraoni
12,Verona,Hongla
12,Verona,Miguel Veloso
12,Verona,Depaoli
12,Verona,Tameze
12,Verona,Kallon
12,Verona,Henry
12,Roma,Pellegrini Lo.
12,Roma,Zaniolo
12,Roma,Zalewski
12,Roma,Camara Ma.
12,Roma,Cristante
12,Roma,Karsdorp
12,Roma,Ibanez
12,Roma,Smalling
12,Roma,Mancini
12,Roma,Rui Patricio
12,Monza,Di Gregorio
12,Monza,Donati
12,Monza,Marlon
12,Monza,Carlos Augusto
12,Monza,Birindelli
12,Monza,Ranocchia F.
12,Monza,Rovella
12,Monza,Sensi
12,Monza,D'alessandro
12,Monza,Pessina
12,Monza,Petagna
12,Bologna,Barrow
12,Bologna,Ferguson
12,Bologna,Aebischer
12,Bologna,Medel
12,Bologna,Dominguez
12,Bologna,Cambiaso
12,Bologna,Lucumi'
12,Bologna,Soumaoro
12,Bologna,Posch
12,Bologna,Skorupski
13,Udinese,Silvestri
13,Udinese,Perez N.
13,Udinese,Bijol
13,Udinese,Ebosse
13,Udinese,Ehizibue
13,Udinese,Samardzic
13,Udinese,Walace
13,Udinese,Arslan
13,Udinese,Pereyra
13,Udinese,Beto
13,Udinese,Deulofeu
13,Lecce,Colombo
13,Lecce,Strefezza
13,Lecce,Gonzalez J.
13,Lecce,Hjulmand
13,Lecce,Blin
13,Lecce,Gallo
13,Lecce,Umtiti
13,Lecce,Baschirotto
13,Lecce,Gendrey
13,Lecce,Falcone
13,Empoli,Vicario
13,Empoli,Ebuehi
13,Empoli,Ismajli
13,Empoli,Luperto
13,Empoli,Parisi
13,Empoli,Fazzini
13,Empoli,Marin
13,Empoli,Bandinelli
13,Empoli,Baldanzi
13,Empoli,Destro
13,Empoli,Satriano
13,Sassuolo,Pinamonti
13,Sassuolo,D'andrea
13,Sassuolo,Thorstvedt
13,Sassuolo,Lopez M.
13,Sassuolo,Frattesi
13,Sassuolo,Rogerio
13,Sassuolo,Ferrari G.
13,Sassuolo,Erlic
13,Sassuolo,Toljan
13,Sassuolo,Consigli
13,Salernitana,Sepe
13,Salernitana,Bronn
13,Salernitana,Fazio
13,Salernitana,Lovato
13,Salernitana,Mazzocchi
13,Salernitana,Candreva
13,Salernitana,Radovanovic
13,Salernitana,Coulibaly L.
13,Salernitana,Bradaric
13,Salernitana,Dia
13,Salernitana,Piatek
13,Cremonese,Tsadjout
13,Cremonese,Buonaiuto
13,Cremonese,Quagliata
13,Cremonese,Pickel
13,Cremonese,Meite'
13,Cremonese,Sernicola
13,Cremonese,Lochoshvili
13,Cremonese,Hendry
13,Cremonese,Aiwu
13,Cremonese,Carnesecchi
13,Atalanta,Musso
13,Atalanta,Toloi
13,Atalanta,Demiral
13,Atalanta,Scalvini
13,Atalanta,Hateboer
13,Atalanta,Koopmeiners
13,Atalanta,Ederson D.s.
13,Atalanta,Maehle
13,Atalanta,Pasalic
13,Atalanta,Lookman
13,Atalanta,Hojlund
13,Napoli,Osimhen
13,Napoli,Lozano
13,Napoli,Zielinski
13,Napoli,Lobotka
13,Napoli,Zambo Anguissa
13,Napoli,Olivera
13,Napoli,Juan Jesus
13,Napoli,Kim
13,Napoli,Di Lorenzo
13,Napoli,Meret
13,Milan,Tatarusanu
13,Milan,Kalulu
13,Milan,Tomori
13,Milan,Gabbia
13,Milan,Hernandez T.
13,Milan,Bennacer
13,Milan,Krunic
13,Milan,Messias
13,Milan,Diaz B.
13,Milan,Rafael Leao
13,Milan,Origi
13,Spezia,Maldini
13,Spezia,Holm
13,Spezia,Ekdal
13,Spezia,Bourabia
13,Spezia,Agudelo
13,Spezia,Amian
13,Spezia,Ampadu
13,Spezia,Kiwior
13,Spezia,Caldara
13,Spezia,Dragowski
13,Bologna,Skorupski
13,Bologna,Posch
13,Bologna,Soumaoro
13,Bologna,Lucumi'
13,Bologna,Cambiaso
13,Bologna,Medel
13,Bologna,Ferguson
13,Bologna,Aebischer
13,Bologna,Dominguez
13,Bologna,Barrow
13,Bologna,Arnautovic
13,Torino,Vlasic
13,Torino,Miranchuk
13,Torino,Lazaro
13,Torino,Ricci S.
13,Torino,Lukic
13,Torino,Singo
13,Torino,Buongiorno
13,Torino,Schuurs
13,Torino,Djidji
13,Torino,Milinkovic-Savic V.
13,Monza,Di Gregorio
13,Monza,Izzo
13,Monza,Marlon
13,Monza,Caldirola
13,Monza,Ciurria
13,Monza,Rovella
13,Monza,Sensi
13,Monza,Carlos Augusto
13,Monza,Pessina
13,Monza,Caprari
13,Monza,Mota
13,Verona,Kallon
13,Verona,Lazovic
13,Verona,Depaoli
13,Verona,Miguel Veloso
13,Verona,Hongla
13,Verona,Faraoni
13,Verona,Gunter
13,Verona,Magnani
13,Verona,Tameze
13,Verona,Montipo'
13,Sampdoria,Audero
13,Sampdoria,Ferrari A.
13,Sampdoria,Colley
13,Sampdoria,Amione
13,Sampdoria,Bereszynski
13,Sampdoria,Leris
13,Sampdoria,Villar
13,Sampdoria,Djuricic
13,Sampdoria,Augello
13,Sampdoria,Montevago
13,Sampdoria,Caputo
13,Fiorentina,Jovic
13,Fiorentina,Ikone'
13,Fiorentina,Duncan
13,Fiorentina,Mandragora
13,Fiorentina,Bonaventura
13,Fiorentina,Biraghi
13,Fiorentina,Martinez Quarta
13,Fiorentina,Milenkovic
13,Fiorentina,Dodo'
13,Fiorentina,Terracciano
13,Roma,Rui Patricio
13,Roma,Mancini
13,Roma,Smalling
13,Roma,Ibanez
13,Roma,Karsdorp
13,Roma,Camara Ma.
13,Roma,Cristante
13,Roma,Zalewski
13,Roma,Pellegrini Lo.
13,Roma,Zaniolo
13,Roma,Abraham
13,Lazio,Felipe Anderson
13,Lazio,Pedro
13,Lazio,Vecino
13,Lazio,Cataldi
13,Lazio,Luis Alberto
13,Lazio,Marusic
13,Lazio,Romagnoli
13,Lazio,Casale
13,Lazio,Lazzari
13,Lazio,Provedel
13,Juventus,Szczesny
13,Juventus,Danilo
13,Juventus,Bremer
13,Juventus,Alex Sandro
13,Juventus,Cuadrado
13,Juventus,Locatelli
13,Juventus,Fagioli
13,Juventus,Rabiot
13,Juventus,Kostic
13,Juventus,Miretti
13,Juventus,Milik
13,Inter,Dzeko
13,Inter,Dimarco
13,Inter,Mkhitaryan
13,Inter,Calhanoglu
13,Inter,Barella
13,Inter,Dumfries
13,Inter,Acerbi
13,Inter,De Vrij
13,Inter,Skriniar
13,Inter,Onana
14,Napoli,Meret
14,Napoli,Di Lorenzo
14,Napoli,Kim
14,Napoli,Ostigard
14,Napoli,Mario Rui
14,Napoli,Ndombele'
14,Napoli,Lobotka
14,Napoli,Zambo Anguissa
14,Napoli,Politano
14,Napoli,Osimhen
14,Napoli,Raspadori
14,Empoli,Baldanzi
14,Empoli,Bajrami
14,Empoli,Bandinelli
14,Empoli,Marin
14,Empoli,Haas
14,Empoli,Parisi
14,Empoli,Luperto
14,Empoli,Ismajli
14,Empoli,Stojanovic
14,Empoli,Vicario
14,Spezia,Zoet
14,Spezia,Ampadu
14,Spezia,Kiwior
14,Spezia,Nikolaou
14,Spezia,Holm
14,Spezia,Bourabia
14,Spezia,Ekdal
14,Spezia,Agudelo
14,Spezia,Reca
14,Spezia,Verde
14,Spezia,Nzola
14,Udinese,Success
14,Udinese,Ebosse
14,Udinese,Arslan
14,Udinese,Walace
14,Udinese,Lovric
14,Udinese,Pereyra
14,Udinese,Nuytinck
14,Udinese,Bijol
14,Udinese,Perez N.
14,Udinese,Silvestri
14,Cremonese,Carnesecchi
14,Cremonese,Aiwu
14,Cremonese,Bianchetti
14,Cremonese,Vasquez
14,Cremonese,Ghiglione
14,Cremonese,Meite'
14,Cremonese,Escalante
14,Cremonese,Castagnetti
14,Cremonese,Valeri
14,Cremonese,Afena-Gyan
14,Cremonese,Ciofani D.
14,Milan,Rebic
14,Milan,Diaz B.
14,Milan,Messias
14,Milan,Tonali
14,Milan,Bennacer
14,Milan,Ballo-Toure'
14,Milan,Tomori
14,Milan,Kjaer
14,Milan,Thiaw
14,Milan,Tatarusanu
14,Lecce,Falcone
14,Lecce,Gendrey
14,Lecce,Baschirotto
14,Lecce,Pongracic
14,Lecce,Gallo
14,Lecce,Blin
14,Lecce,Hjulmand
14,Lecce,Gonzalez J.
14,Lecce,Strefezza
14,Lecce,Colombo
14,Lecce,Di Francesco F.
14,Atalanta,Pasalic
14,Atalanta,Malinovskyi
14,Atalanta,Zortea
14,Atalanta,Ederson D.s.
14,Atalanta,De Roon
14,Atalanta,Soppy
14,Atalanta,Ruggeri
14,Atalanta,Okoli
14,Atalanta,Djimsiti
14,Atalanta,Sportiello
14,Sassuolo,Consigli
14,Sassuolo,Toljan
14,Sassuolo,Ayhan
14,Sassuolo,Ferrari G.
14,Sassuolo,Kyriakopoulos
14,Sassuolo,Frattesi
14,Sassuolo,Lopez M.
14,Sassuolo,Harroui
14,Sassuolo,D'andrea
14,Sassuolo,Pinamonti
14,Sassuolo,Lauriente'
14,Roma,Volpato
14,Roma,Zaniolo
14,Roma,Zalewski
14,Roma,Matic
14,Roma,Cristante
14,Roma,Celik
14,Roma,Ibanez
14,Roma,Smalling
14,Roma,Mancini
14,Roma,Rui Patricio
14,Fiorentina,Terracciano
14,Fiorentina,Dodo'
14,Fiorentina,Milenkovic
14,Fiorentina,Igor
14,Fiorentina,Biraghi
14,Fiorentina,Amrabat
14,Fiorentina,Mandragora
14,Fiorentina,Ikone'
14,Fiorentina,Bonaventura
14,Fiorentina,Kouame'
14,Fiorentina,Cabral
14,Salernitana,Piatek
14,Salernitana,Mazzocchi
14,Salernitana,Vilhena
14,Salernitana,Bohinen
14,Salernitana,Coulibaly L.
14,Salernitana,Candreva
14,Salernitana,Pirola
14,Salernitana,Daniliuc
14,Salernitana,Bronn
14,Salernitana,Sepe
14,Inter,Onana
14,Inter,Skriniar
14,Inter,Acerbi
14,Inter,Bastoni
14,Inter,Dumfries
14,Inter,Barella
14,Inter,Calhanoglu
14,Inter,Mkhitaryan
14,Inter,Dimarco
14,Inter,Dzeko
14,Inter,Martinez L.
14,Bologna,Arnautovic
14,Bologna,Orsolini
14,Bologna,Schouten
14,Bologna,Medel
14,Bologna,Ferguson
14,Bologna,Lykogiannis
14,Bologna,Lucumi'
14,Bologna,Soumaoro
14,Bologna,Posch
14,Bologna,Skorupski
14,Torino,Milinkovic-Savic V.
14,Torino,Zima
14,Torino,Schuurs
14,Torino,Rodriguez R.
14,Torino,Singo
14,Torino,Ricci S.
14,Torino,Linetty
14,Torino,Vojvoda
14,Torino,Vlasic
14,Torino,Miranchuk
14,Torino,Radonjic
14,Sampdoria,Montevago
14,Sampdoria,Augello
14,Sampdoria,Djuricic
14,Sampdoria,Yepes
14,Sampdoria,Rincon
14,Sampdoria,Bereszynski
14,Sampdoria,Murillo
14,Sampdoria,Colley
14,Sampdoria,Amione
14,Sampdoria,Audero
14,Verona,Montipo'
14,Verona,Hien
14,Verona,Dawidowicz
14,Verona,Ceccherini
14,Verona,Terracciano F.
14,Verona,Sulemana I.
14,Verona,Hongla
14,Verona,Doig
14,Verona,Lasagna
14,Verona,Kallon
14,Verona,Djuric
14,Juventus,Kean
14,Juventus,Kostic
14,Juventus,Rabiot
14,Juventus,Locatelli
14,Juventus,Fagioli
14,Juventus,Cuadrado
14,Juventus,Bremer
14,Juventus,Bonucci
14,Juventus,Danilo
14,Juventus,Perin
14,Lazio,Provedel
14,Lazio,Lazzari
14,Lazio,Casale
14,Lazio,Romagnoli
14,Lazio,Hysaj
14,Lazio,Milinkovic-Savic
14,Lazio,Marcos Antonio
14,Lazio,Vecino
14,Lazio,Cancellieri
14,Lazio,Felipe Anderson
14,Lazio,Pedro
14,Monza,Colpani
14,Monza,Pessina
14,Monza,Carlos Augusto
14,Monza,Machin
14,Monza,Ranocchia F.
14,Monza,Ciurria
14,Monza,Izzo
14,Monza,Caldirola
14,Monza,Donati
14,Monza,Di Gregorio
15,Empoli,Vicario
15,Empoli,Ebuehi
15,Empoli,Ismajli
15,Empoli,Walukiewicz
15,Empoli,Parisi
15,Empoli,Akpa Akpro
15,Empoli,Grassi
15,Empoli,Bandinelli
15,Empoli,Bajrami
15,Empoli,Lammers
15,Empoli,Satriano
15,Cremonese,Okereke
15,Cremonese,Valeri
15,Cremonese,Meite'
15,Cremonese,Ascacibar
15,Cremonese,Pickel
15,Cremonese,Sernicola
15,Cremonese,Lochoshvili
15,Cremonese,Hendry
15,Cremonese,Aiwu
15,Cremonese,Carnesecchi
15,Napoli,Meret
15,Napoli,Di Lorenzo
15,Napoli,Kim
15,Napoli,Juan Jesus
15,Napoli,Olivera
15,Napoli,Zielinski
15,Napoli,Lobotka
15,Napoli,Zambo Anguissa
15,Napoli,Lozano
15,Napoli,Osimhen
15,Napoli,Elmas
15,Udinese,Deulofeu
15,Udinese,Pereyra
15,Udinese,Lovric
15,Udinese,Walace
15,Udinese,Arslan
15,Udinese,Ehizibue
15,Udinese,Ebosse
15,Udinese,Bijol
15,Udinese,Perez N.
15,Udinese,Silvestri
15,Sampdoria,Audero
15,Sampdoria,Murillo
15,Sampdoria,Ferrari A.
15,Sampdoria,Amione
15,Sampdoria,Bereszynski
15,Sampdoria,Rincon
15,Sampdoria,Villar
15,Sampdoria,Djuricic
15,Sampdoria,Leris
15,Sampdoria,Gabbiadini
15,Sampdoria,Montevago
15,Lecce,Colombo
15,Lecce,Strefezza
15,Lecce,Gonzalez J.
15,Lecce,Hjulmand
15,Lecce,Blin
15,Lecce,Gallo
15,Lecce,Umtiti
15,Lecce,Pongracic
15,Lecce,Baschirotto
15,Lecce,Falcone
15,Bologna,Skorupski
15,Bologna,Posch
15,Bologna,Soumaoro
15,Bologna,Lucumi'
15,Bologna,Lykogiannis
15,Bologna,Medel
15,Bologna,Ferguson
15,Bologna,Aebischer
15,Bologna,Dominguez
15,Bologna,Soriano
15,Bologna,Arnautovic
15,Sassuolo,Pinamonti
15,Sassuolo,Lauriente'
15,Sassuolo,Thorstvedt
15,Sassuolo,Obiang
15,Sassuolo,Frattesi
15,Sassuolo,Rogerio
15,Sassuolo,Ayhan
15,Sassuolo,Ferrari G.
15,Sassuolo,Toljan
15,Sassuolo,Consigli
15,Atalanta,Musso
15,Atalanta,Demiral
15,Atalanta,Palomino
15,Atalanta,Scalvini
15,Atalanta,Hateboer
15,Atalanta,Ederson D.s.
15,Atalanta,Koopmeiners
15,Atalanta,Maehle
15,Atalanta,Lookman
15,Atalanta,Pasalic
15,Atalanta,Zapata D.
15,Inter,Dzeko
15,Inter,Dimarco
15,Inter,Mkhitaryan
15,Inter,Calhanoglu
15,Inter,Barella
15,Inter,Dumfries
15,Inter,Bastoni
15,Inter,De Vrij
15,Inter,Skriniar
15,Inter,Onana
15,Verona,Montipo'
15,Verona,Dawidowicz
15,Verona,Gunter
15,Verona,Ceccherini
15,Verona,Depaoli
15,Verona,Tameze
15,Verona,Miguel Veloso
15,Verona,Lazovic
15,Verona,Verdi
15,Verona,Lasagna
15,Verona,Djuric
15,Spezia,Gyasi
15,Spezia,Bastoni S.
15,Spezia,Agudelo
15,Spezia,Ampadu
15,Spezia,Ekdal
15,Spezia,Holm
15,Spezia,Caldara
15,Spezia,Kiwior
15,Spezia,Amian
15,Spezia,Dragowski
15,Monza,Di Gregorio
15,Monza,Izzo
15,Monza,Marlon
15,Monza,Caldirola
15,Monza,Ciurria
15,Monza,Pessina
15,Monza,Rovella
15,Monza,Colpani
15,Monza,Carlos Augusto
15,Monza,Caprari
15,Monza,Mota
15,Salernitana,Dia
15,Salernitana,Bradaric
15,Salernitana,Coulibaly L.
15,Salernitana,Radovanovic
15,Salernitana,Maggiore
15,Salernitana,Mazzocchi
15,Salernitana,Pirola
15,Salernitana,Daniliuc
15,Salernitana,Bronn
15,Salernitana,Sepe
15,Roma,Rui Patricio
15,Roma,Mancini
15,Roma,Smalling
15,Roma,Ibanez
15,Roma,Celik
15,Roma,Cristante
15,Roma,Camara Ma.
15,Roma,Zalewski
15,Roma,Zaniolo
15,Roma,Volpato
15,Roma,Abraham
15,Torino,Vlasic
15,Torino,Miranchuk
15,Torino,Vojvoda
15,Torino,Linetty
15,Torino,Ricci S.
15,Torino,Lazaro
15,Torino,Buongiorno
15,Torino,Zima
15,Torino,Djidji
15,Torino,Milinkovic-Savic V.
15,Milan,Tatarusanu
15,Milan,Kalulu
15,Milan,Thiaw
15,Milan,Tomori
15,Milan,Hernandez T.
15,Milan,Tonali
15,Milan,Bennacer
15,Milan,Krunic
15,Milan,Diaz B.
15,Milan,Rafael Leao
15,Milan,Giroud
15,Fiorentina,Saponara
15,Fiorentina,Barak
15,Fiorentina,Ikone'
15,Fiorentina,Mandragora
15,Fiorentina,Amrabat
15,Fiorentina,Biraghi
15,Fiorentina,Igor
15,Fiorentina,Milenkovic
15,Fiorentina,Dodo'
15,Fiorentina,Terracciano
15,Juventus,Szczesny
15,Juventus,Gatti
15,Juventus,Bremer
15,Juventus,Danilo
15,Juventus,Cuadrado
15,Juventus,Fagioli
15,Juventus,Locatelli
15,Juventus,Rabiot
15,Juventus,Kostic
15,Juventus,Milik
15,Juventus,Kean
15,Lazio,Felipe Anderson
15,Lazio,Romero L.
15,Lazio,Basic
15,Lazio,Cataldi
15,Lazio,Milinkovic-Savic
15,Lazio,Marusic
15,Lazio,Romagnoli
15,Lazio,Casale
15,Lazio,Hysaj
15,Lazio,Provedel
16,Salernitana,Ochoa
16,Salernitana,Lovato
16,Salernitana,Radovanovic
16,Salernitana,Fazio
16,Salernitana,Sambia
16,Salernitana,Coulibaly L.
16,Salernitana,Bohinen
16,Salernitana,Vilhena
16,Salernitana,Bradaric
16,Salernitana,Piatek
16,Salernitana,Dia
16,Milan,Rafael Leao
16,Milan,Diaz B.
16,Milan,Saelemaekers
16,Milan,Bennacer
16,Milan,Tonali
16,Milan,Hernandez T.
16,Milan,Tomori
16,Milan,Kalulu
16,Milan,Calabria
16,Milan,Tatarusanu
16,Sassuolo,Consigli
16,Sassuolo,Toljan
16,Sassuolo,Ruan
16,Sassuolo,Ferrari G.
16,Sassuolo,Rogerio
16,Sassuolo,Frattesi
16,Sassuolo,Matheus Henrique
16,Sassuolo,Thorstvedt
16,Sassuolo,Berardi
16,Sassuolo,Pinamonti
16,Sassuolo,Lauriente'
16,Sampdoria,Gabbiadini
16,Sampdoria,Verre
